study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytest.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
marble,144,9,9,1.9791666666666667,0.17990390001796186,,,,,,,,,,,,9,9,144,3,,,,,31.772128399985377,,31.76054970000405,31.772128399985377,31.772128399985377,31.956490999960806,1.9791666666666667,0.17990390001796186,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Police,145,10,9,1.9791666666666667,0.1647813000017777,,,,,,,,,,,,9,10,145,12,,,,,31.973045799997635,,31.959353299986105,31.973045799997635,31.973045799997635,32.14191700000083,1.9791666666666667,0.1647813000017777,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
phone,146,11,9,1.9791666666666667,0.17996999999741092,,,,,,,,,,,,9,11,146,2,,,,,32.17265869997209,,32.14560220000567,32.17265869997209,32.17265869997209,32.341570399992634,1.9791666666666667,0.17996999999741092,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
cushion,147,12,9,1.9791666666666667,0.19845419999910519,,,,,,,,,,,,9,12,147,1,,,,,32.357063599978574,,32.34485120000318,32.357063599978574,32.357063599978574,32.55798459996004,1.9791666666666667,0.19845419999910519,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
book,148,13,9,1.9791666666666667,0.19828890002099797,,,,,,,,,,,,9,13,148,0,,,,,32.571809999994,,32.56105309998384,32.571809999994,32.571809999994,32.77455979998922,1.9791666666666667,0.19828890002099797,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Cruise,149,14,9,1.9791666666666667,0.16434369998751208,,,,,,,,,,,,9,14,149,11,,,,,32.788293699966744,,32.77872369997203,32.788293699966744,32.788293699966744,32.95796159998281,1.9791666666666667,0.16434369998751208,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
phone,150,0,10,1.9791666666666667,0.17969200003426522,,,,,,,,,,,,10,0,150,2,,,,,32.971650999970734,,32.96085689996835,32.971650999970734,32.971650999970734,33.15868180000689,1.9791666666666667,0.17969200003426522,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Case,151,1,10,1.9791666666666667,0.2133693000068888,,,,,,,,,,,,10,1,151,10,,,,,33.171736799995415,,33.16169350000564,33.171736799995415,33.171736799995415,33.38911829999415,1.9791666666666667,0.2133693000068888,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
T-shirt,152,2,10,1.9791666666666667,0.20213890000013635,,,,,,,,,,,,10,2,152,7,,,,,33.405469899997115,,33.39202859997749,33.405469899997115,33.405469899997115,33.624137999955565,1.9791666666666667,0.20213890000013635,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Pastry,153,3,10,1.9791666666666667,0.16446759999962524,,,,,,,,,,,,10,3,153,9,,,,,33.6400099999737,,33.62740130000748,33.6400099999737,33.6400099999737,33.808458199957386,1.9791666666666667,0.16446759999962524,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Chart,154,4,10,1.9791666666666667,0.1797867999994196,,,,,,,,,,,,10,4,154,6,,,,,33.8390196999535,,33.811994899995625,33.8390196999535,33.8390196999535,34.008354799996596,1.9791666666666667,0.1797867999994196,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Laptop,155,5,10,1.9791666666666667,0.14637740002945065,,,,,,,,,,,,10,5,155,5,,,,,34.02321329998085,,34.01194789999863,34.02321329998085,34.02321329998085,34.17485089995898,1.9791666666666667,0.14637740002945065,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Keys,156,6,10,1.9791666666666667,0.1981724000070244,,,,,,,,,,,,10,6,156,13,,,,,34.18998779996764,,34.17789569997694,34.18998779996764,34.18998779996764,34.3907514999737,1.9791666666666667,0.1981724000070244,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Poster,157,7,10,1.9791666666666667,0.18263230001321062,,,,,,,,,,,,10,7,157,14,,,,,34.40561670000898,,34.39362639997853,34.40561670000898,34.40561670000898,34.59049919998506,1.9791666666666667,0.18263230001321062,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
mouse,158,8,10,1.9791666666666667,0.19696739997016266,,,,,,,,,,,,10,8,158,8,,,,,34.605691400007345,,34.59332149999682,34.605691400007345,34.605691400007345,34.80871610000031,1.9791666666666667,0.19696739997016266,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Police,159,9,10,1.9791666666666667,0.1639747000299394,,,,,,,,,,,,10,9,159,12,,,,,34.83937889995286,,34.81196879997151,34.83937889995286,34.83937889995286,34.99138139997376,1.9791666666666667,0.1639747000299394,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
book,160,10,10,1.9791666666666667,0.1818842999637127,,,,,,,,,,,,10,10,160,0,,,,,35.006745199963916,,34.9944436000078,35.006745199963916,35.006745199963916,35.19199249998201,1.9791666666666667,0.1818842999637127,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
cushion,161,11,10,1.9791666666666667,0.16422669996973127,,,,,,,,,,,,10,11,161,1,,,,,35.20526149997022,,35.19494549999945,35.20526149997022,35.20526149997022,35.37486949999584,1.9791666666666667,0.16422669996973127,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Cruise,162,12,10,1.9791666666666667,0.1630571000277996,,,,,,,,,,,,10,12,162,11,,,,,35.40601699997205,,35.37923049996607,35.40601699997205,35.40601699997205,35.55795699998271,1.9791666666666667,0.1630571000277996,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
board,163,13,10,1.9791666666666667,0.14810260001104325,,,,,,,,,,,,10,13,163,4,,,,,35.58882929995889,,35.561204199970234,35.58882929995889,35.58882929995889,35.72469820000697,1.9791666666666667,0.14810260001104325,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
marble,164,14,10,1.9791666666666667,0.17982800002209842,,,,,,,,,,,,10,14,164,3,,,,,35.7389264999656,,35.72758969996357,35.7389264999656,35.7389264999656,35.925317599962,1.9791666666666667,0.17982800002209842,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
book,165,0,11,1.9791666666666667,0.16403709998121485,,,,,,,,,,,,11,0,165,0,,,,,35.955458399956115,,35.92840849998174,35.955458399956115,35.955458399956115,36.107890699990094,1.9791666666666667,0.16403709998121485,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Keys,166,1,11,1.9791666666666667,0.16359180002473295,,,,,,,,,,,,11,1,166,13,,,,,36.13882629998261,,36.11267289996613,36.13882629998261,36.13882629998261,36.29152579995571,1.9791666666666667,0.16359180002473295,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
phone,167,2,11,1.9791666666666667,0.19703919999301434,,,,,,,,,,,,11,2,167,2,,,,,36.306452099990565,,36.29503039998235,36.306452099990565,36.306452099990565,36.50791459996253,1.9791666666666667,0.19703919999301434,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
T-shirt,168,3,11,1.9791666666666667,0.17857099999673665,,,,,,,,,,,,11,3,168,7,,,,,36.52341869997326,,36.511396799993236,36.52341869997326,36.52341869997326,36.70838169998024,1.9791666666666667,0.17857099999673665,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Police,169,4,11,1.9791666666666667,0.16434349998598918,,,,,,,,,,,,11,4,169,12,,,,,36.73889149999013,,36.71162789996015,36.73889149999013,36.73889149999013,36.891304499993566,1.9791666666666667,0.16434349998598918,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
board,170,5,11,1.9791666666666667,0.2126399000408128,,,,,,,,,,,,11,5,170,4,,,,,36.90726809995249,,36.89452729996992,36.90726809995249,36.90726809995249,37.12495389999822,1.9791666666666667,0.2126399000408128,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Poster,171,6,11,1.9791666666666667,0.16349529998842627,,,,,,,,,,,,11,6,171,14,,,,,37.13977829995565,,37.12867289996939,37.13977829995565,37.13977829995565,37.30800439999439,1.9791666666666667,0.16349529998842627,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Pastry,172,7,11,1.9791666666666667,0.17911959998309612,,,,,,,,,,,,11,7,172,9,,,,,37.33895389997633,,37.31273499998497,37.33895389997633,37.33895389997633,37.50790039997082,1.9791666666666667,0.17911959998309612,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Case,173,8,11,1.9791666666666667,0.17958540003746748,,,,,,,,,,,,11,8,173,10,,,,,37.52172319998499,,37.51094369997736,37.52172319998499,37.52172319998499,37.70800639997469,1.9791666666666667,0.17958540003746748,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Cruise,174,9,11,1.9791666666666667,0.180835000006482,,,,,,,,,,,,11,9,174,11,,,,,37.72311719995923,,37.71125719998963,37.72311719995923,37.72311719995923,37.90738309995504,1.9791666666666667,0.180835000006482,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
cushion,175,10,11,1.9791666666666667,0.14911679999204352,,,,,,,,,,,,11,10,175,1,,,,,37.922717899957206,,37.910675499995705,37.922717899957206,37.922717899957206,38.07273369998438,1.9791666666666667,0.14911679999204352,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
mouse,176,11,11,1.9791666666666667,0.18361200002254918,,,,,,,,,,,,11,11,176,8,,,,,38.08921259996714,,38.07582430000184,38.08921259996714,38.08921259996714,38.27278399997158,1.9791666666666667,0.18361200002254918,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Laptop,177,12,11,1.9791666666666667,0.1991155000287108,,,,,,,,,,,,11,12,177,5,,,,,38.288620300008915,,38.275866899988614,38.288620300008915,38.288620300008915,38.491614099999424,1.9791666666666667,0.1991155000287108,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
marble,178,13,11,1.9791666666666667,0.1627909999806434,,,,,,,,,,,,11,13,178,3,,,,,38.52228949998971,,38.495878499990795,38.52228949998971,38.52228949998971,38.67466349998722,1.9791666666666667,0.1627909999806434,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Chart,179,14,11,1.9791666666666667,0.16337080002995208,,,,,,,,,,,,11,14,179,6,,,,,38.689855100004934,,38.677864699973725,38.689855100004934,38.689855100004934,38.856567299983,1.9791666666666667,0.16337080002995208,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
cushion,180,0,12,1.9791666666666667,0.19907339999917895,,,,,,,,,,,,12,0,180,1,,,,,38.871635999996215,,38.859470499970485,38.871635999996215,38.871635999996215,39.07494600000791,1.9791666666666667,0.19907339999917895,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Case,181,1,12,1.9791666666666667,0.1970669999718666,,,,,,,,,,,,12,1,181,10,,,,,39.105662299960386,,39.07808780000778,39.105662299960386,39.105662299960386,39.29147449997254,1.9791666666666667,0.1970669999718666,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
marble,182,2,12,1.9791666666666667,0.1786382000427693,,,,,,,,,,,,12,2,182,3,,,,,39.30605189997004,,39.2946928999736,39.30605189997004,39.30605189997004,39.49186049995478,1.9791666666666667,0.1786382000427693,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Chart,183,3,12,1.9791666666666667,0.1630332000204362,,,,,,,,,,,,12,3,183,6,,,,,39.52247119997628,,39.49509559996659,39.52247119997628,39.52247119997628,39.67488599999342,1.9791666666666667,0.1630332000204362,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Poster,184,4,12,1.9791666666666667,0.17822579998755828,,,,,,,,,,,,12,4,184,14,,,,,39.68981969996821,,39.67849510000087,39.68981969996821,39.68981969996821,39.874921299982816,1.9791666666666667,0.17822579998755828,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Cruise,185,5,12,1.9791666666666667,0.1638018000521697,,,,,,,,,,,,12,5,185,11,,,,,39.905180000001565,,39.87847090000287,39.905180000001565,39.905180000001565,40.059219799994025,1.9791666666666667,0.1638018000521697,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
board,186,6,12,1.9791666666666667,0.16238550003618002,,,,,,,,,,,,12,6,186,4,,,,,40.08855240000412,,40.062809099967126,40.08855240000412,40.08855240000412,40.24137919995701,1.9791666666666667,0.16238550003618002,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
book,187,7,12,1.9791666666666667,0.1819334999890998,,,,,,,,,,,,12,7,187,0,,,,,40.256286999967415,,40.244372299988754,40.256286999967415,40.256286999967415,40.44151139998576,1.9791666666666667,0.1819334999890998,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
phone,188,8,12,1.9791666666666667,0.1792901000007987,,,,,,,,,,,,12,8,188,2,,,,,40.47215980000328,,40.44557529996382,40.47215980000328,40.47215980000328,40.64150460000383,1.9791666666666667,0.1792901000007987,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Keys,189,9,12,1.9791666666666667,0.18099169997731224,,,,,,,,,,,,12,9,189,13,,,,,40.655465099960566,,40.644382199971005,40.655465099960566,40.655465099960566,40.84132869995665,1.9791666666666667,0.18099169997731224,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
mouse,190,10,12,1.9791666666666667,0.14645900001050904,,,,,,,,,,,,12,10,190,8,,,,,40.85641469998518,,40.84482769999886,40.85641469998518,40.85641469998518,41.00802269997075,1.9791666666666667,0.14645900001050904,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
T-shirt,191,11,12,1.9791666666666667,0.1618597999913618,,,,,,,,,,,,12,11,191,7,,,,,41.021903899963945,,41.01132589997724,41.021903899963945,41.021903899963945,41.18974739999976,1.9791666666666667,0.1618597999913618,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Police,192,12,12,1.9791666666666667,0.16615380003349856,,,,,,,,,,,,12,12,192,12,,,,,41.20497829996748,,41.192605299991556,41.20497829996748,41.20497829996748,41.372519099968486,1.9791666666666667,0.16615380003349856,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Laptop,193,13,12,1.9791666666666667,0.1835683000390418,,,,,,,,,,,,12,13,193,5,,,,,41.38825519999955,,41.375853799981996,41.38825519999955,41.38825519999955,41.57310939999297,1.9791666666666667,0.1835683000390418,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Pastry,194,14,12,1.9791666666666667,0.1822182000032626,,,,,,,,,,,,12,14,194,9,,,,,41.58875180000905,,41.5759979999857,41.58875180000905,41.58875180000905,41.77252259996021,1.9791666666666667,0.1822182000032626,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
mouse,195,0,13,1.9791666666666667,0.16539730003569275,,,,,,,,,,,,13,0,195,8,,,,,41.788888299954124,,41.776075900008436,41.788888299954124,41.788888299954124,41.9576764999656,1.9791666666666667,0.16539730003569275,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Laptop,196,1,13,1.9791666666666667,0.17917999997735023,,,,,,,,,,,,13,1,196,5,,,,,41.988567999971565,,41.96200949995546,41.988567999971565,41.988567999971565,42.15788919996703,1.9791666666666667,0.17917999997735023,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
book,197,2,13,1.9791666666666667,0.16270609997445717,,,,,,,,,,,,13,2,197,0,,,,,42.172546999994665,,42.16096559999278,42.172546999994665,42.172546999994665,42.341110899986234,1.9791666666666667,0.16270609997445717,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Police,198,3,13,1.9791666666666667,0.18129259999841452,,,,,,,,,,,,13,3,198,12,,,,,42.37240249995375,,42.34419639996486,42.37240249995375,42.37240249995375,42.54120089998469,1.9791666666666667,0.18129259999841452,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Poster,199,4,13,1.9791666666666667,0.14808610000181943,,,,,,,,,,,,13,4,199,14,,,,,42.55659079999896,,42.54442599997856,42.55659079999896,42.55659079999896,42.70780639996519,1.9791666666666667,0.14808610000181943,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Cruise,200,5,13,1.9791666666666667,0.182438500050921,,,,,,,,,,,,13,5,200,11,,,,,42.72129469999345,,42.71072639996419,42.72129469999345,42.72129469999345,42.90770629997132,1.9791666666666667,0.182438500050921,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
T-shirt,201,6,13,1.9791666666666667,0.18115170003147796,,,,,,,,,,,,13,6,201,7,,,,,42.92291580000892,,42.911205199954566,42.92291580000892,42.92291580000892,43.107727299968246,1.9791666666666667,0.18115170003147796,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
marble,202,7,13,1.9791666666666667,0.19548529997700825,,,,,,,,,,,,13,7,202,3,,,,,43.121561499952804,,43.111003800004255,43.121561499952804,43.121561499952804,43.323387799959164,1.9791666666666667,0.19548529997700825,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
cushion,203,8,13,1.9791666666666667,0.16577709995908663,,,,,,,,,,,,13,8,203,1,,,,,43.33804619999137,,43.32655339996563,43.33804619999137,43.33804619999137,43.506964100000914,1.9791666666666667,0.16577709995908663,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Pastry,204,9,13,1.9791666666666667,0.1661990000284277,,,,,,,,,,,,13,9,204,9,,,,,43.52129599999171,,43.509812099975534,43.52129599999171,43.52129599999171,43.69247979996726,1.9791666666666667,0.1661990000284277,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Case,205,10,13,1.9791666666666667,0.14334420004161075,,,,,,,,,,,,13,10,205,10,,,,,43.72113839996746,,43.69650689995615,43.72113839996746,43.72113839996746,43.856765799981076,1.9791666666666667,0.14334420004161075,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Chart,206,11,13,1.9791666666666667,0.1808272999478504,,,,,,,,,,,,13,11,206,6,,,,,43.872177799989004,,43.86019919998944,43.872177799989004,43.872177799989004,44.05781329999445,1.9791666666666667,0.1808272999478504,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
board,207,12,13,1.9791666666666667,0.18141690001357347,,,,,,,,,,,,13,12,207,4,,,,,44.07255049998639,,44.06156289996579,44.07255049998639,44.07255049998639,44.256374899996445,1.9791666666666667,0.18141690001357347,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
phone,208,13,13,1.9791666666666667,0.16540080000413582,,,,,,,,,,,,13,13,208,2,,,,,44.2724387999624,,44.25944339996204,44.2724387999624,44.2724387999624,44.440976899990346,1.9791666666666667,0.16540080000413582,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Keys,209,14,13,1.9791666666666667,0.1797863999963738,,,,,,,,,,,,13,14,209,13,,,,,44.45519909996074,,44.44401689997176,44.45519909996074,44.45519909996074,44.63974389998475,1.9791666666666667,0.1797863999963738,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Police,210,0,14,1.9791666666666667,0.1811157999909483,,,,,,,,,,,,14,0,210,12,,,,,44.65452899999218,,44.64263869996648,44.65452899999218,44.65452899999218,44.83982259995537,1.9791666666666667,0.1811157999909483,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Pastry,211,1,14,1.9791666666666667,0.16683850000845268,,,,,,,,,,,,14,1,211,9,,,,,44.85506460000761,,44.84268389997305,44.85506460000761,44.85506460000761,45.024014099966735,1.9791666666666667,0.16683850000845268,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
book,212,2,14,1.9791666666666667,0.21420380001654848,,,,,,,,,,,,14,2,212,0,,,,,45.03795430000173,,45.02739209996071,45.03795430000173,45.03795430000173,45.257544599997345,1.9791666666666667,0.21420380001654848,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
mouse,213,3,14,1.9791666666666667,0.1958786000031978,,,,,,,,,,,,14,3,213,8,,,,,45.28947199997492,,45.26207219995558,45.28947199997492,45.28947199997492,45.4745891999919,1.9791666666666667,0.1958786000031978,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
marble,214,4,14,1.9791666666666667,0.1789922999450937,,,,,,,,,,,,14,4,214,3,,,,,45.48778859997401,,45.4782908000052,45.48778859997401,45.48778859997401,45.67401689995313,1.9791666666666667,0.1789922999450937,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
Chart,215,5,14,1.9791666666666667,0.17924610001500696,,,,,,,,,,,,14,5,215,6,,,,,45.68791360000614,,45.6774282999686,45.68791360000614,45.68791360000614,45.874715899990406,1.9791666666666667,0.17924610001500696,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
board,216,6,14,1.9791666666666667,0.17957869998645037,,,,,,,,,,,,14,6,216,4,,,,,45.887863699987065,,45.87793479999527,45.887863699987065,45.887863699987065,46.072656199976336,1.9791666666666667,0.17957869998645037,,,,,,,,,,,,,,,,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
