study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytest.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,285,5,14,,,oo,Book,old,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.9642932999995537],['submit_text'],,,,,14,5,285,13,1006.2157582999789,,,,,,,,1006.2022219999926,1006.2157582999789,1006.2157582999789,1006.2157582999789,0.0013181999674998224,1009.167802699958,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.9642932999995537],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,286,6,14,,,_o_rd,Board,old,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4469412000034936],['submit_text'],,,,,14,6,286,10,1009.1842294000089,,,,,,,,1009.1696735000005,1009.1842294000089,1009.1842294000089,1009.1842294000089,0.0017592000076547265,1011.6178950999747,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4469412000034936],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,287,7,14,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.3972075000056066],['submit_text'],,,,,14,7,287,4,1011.6326078999555,,,,,,,,1011.6196457999758,1011.6326078999555,1011.6326078999555,1011.6326078999555,0.0016586999990977347,1015.0186250999686,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.3972075000056066],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,288,8,14,,,K_y_,Keys,old,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.1794647999922745],['submit_text'],,,,,14,8,288,8,1015.0329038999625,,,,,,,,1015.020913299988,1015.0329038999625,1015.0329038999625,1015.0329038999625,0.002152599976398051,1017.2022080000024,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.1794647999922745],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,289,9,14,,,a_bl,Marble,old,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.695860799984075],['submit_text'],,,,,14,9,289,11,1017.2318768999539,,,,,,,,1017.2047798999702,1017.2318768999539,1017.2318768999539,1017.2318768999539,0.002452899992931634,1019.9019095999538,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.695860799984075],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,290,10,14,,,ta_l_,Table,new,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.828369199996814],['submit_text'],,,,,14,10,290,15,1019.915426499967,,,,,,,,1019.9039087999845,1019.915426499967,1019.915426499967,1019.915426499967,0.001916699984576553,1022.7335005999776,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.828369199996814],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,291,11,14,,,l_pt_p,Laptop,old,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7141149999806657],['submit_text'],,,,,14,11,291,0,1022.7487252999563,,,,,,,,1022.7350864000036,1022.7487252999563,1022.7487252999563,1022.7487252999563,0.001504999992903322,1025.45045449998,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7141149999806657],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,292,12,14,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.383524500008207],['submit_text'],,,,,14,12,292,2,1025.4651387999766,,,,,,,,1025.4522792999633,1025.4651387999766,1025.4651387999766,1025.4651387999766,0.0017139999545179307,1028.837927799963,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.383524500008207],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,293,13,14,,,_ho_e,Phone,old,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.693584299995564],['submit_text'],,,,,14,13,293,12,1028.8507021999685,,,,,,,,1028.8398971999995,1028.8507021999685,1028.8507021999685,1028.8507021999685,0.0018600000184960663,1031.5359330999781,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.693584299995564],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,294,14,14,,,c_m_ra,Camera,new,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.577526199980639],['submit_text'],,,,,14,14,294,19,1031.5649701000075,,,,,,,,1031.539894799993,1031.5649701000075,1031.5649701000075,1031.5649701000075,0.003736899991054088,1035.1201909999945,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.577526199980639],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,295,15,14,,,v_s_,Vase,new,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5245503000332974],['submit_text'],,,,,14,15,295,17,1035.1479913999792,,,,,,,,1035.1246352999588,1035.1479913999792,1035.1479913999792,1035.1479913999792,0.004215400025714189,1037.6511954999878,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5245503000332974],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,296,16,14,,,bo_t_e,Bottle,new,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.711142399988603],['submit_text'],,,,,14,16,296,18,1037.6811585999676,,,,,,,,1037.6538271000027,1037.6811585999676,1037.6811585999676,1037.6811585999676,0.0025012000114656985,1040.366270300001,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.711142399988603],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,297,17,14,,,ru_is,Cruise,old,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.6134720000554807],['submit_text'],,,,,14,17,297,6,1040.3813302000053,,,,,,,,1040.3681668000063,1040.3813302000053,1040.3813302000053,1040.3813302000053,0.0018013999797403812,1043.9832700999686,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.6134720000554807],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,298,18,14,,,P_st_r,Poster,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.613113799947314],['submit_text'],,,,,14,18,298,9,1043.9979703999707,,,,,,,,1043.9848736999556,1043.9979703999707,1043.9979703999707,1043.9979703999707,0.0015128999948501587,1048.599227299972,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.613113799947314],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,299,19,14,,,c_s_,Case,old,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5639743999927305],['submit_text'],,,,,14,19,299,5,1048.6145551999798,,,,,,,,1048.6006279999856,1048.6145551999798,1048.6145551999798,1048.6145551999798,0.0013251000200398266,1051.166064399993,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5639743999927305],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,300,0,15,,,P_st_r,Poster,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6969633999979123],['submit_text'],,,,,15,0,300,9,1051.1805832999526,,,,,,,,1051.1674625999876,1051.1805832999526,1051.1805832999526,1051.1805832999526,0.001331700012087822,1053.865765399998,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6969633999979123],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,301,1,15,,,_ho_e,Phone,old,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.814232799981255],['submit_text'],,,,,15,1,301,12,1053.8806160999811,,,,,,,,1053.8674461999908,1053.8806160999811,1053.8806160999811,1053.8806160999811,0.0015501999878324568,1056.6836960999644,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.814232799981255],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,302,2,15,,,oo,Book,old,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.1457744000363164],['submit_text'],,,,,15,2,302,13,1056.7136155999615,,,,,,,,1056.6862691999995,1056.7136155999615,1056.7136155999615,1056.7136155999615,0.0024476000107824802,1059.8341572000063,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.1457744000363164],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,303,3,15,,,p_nc_l,Pencil,new,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.362569799995981],['submit_text'],,,,,15,3,303,16,1059.8633247999824,,,,,,,,1059.8369032999617,1059.8633247999824,1059.8633247999824,1059.8633247999824,0.002621999999973923,1064.2011630999623,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.362569799995981],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,304,4,15,,,c_s_,Case,old,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4609287999919616],['submit_text'],,,,,15,4,304,5,1064.2136296999524,,,,,,,,1064.2028026999906,1064.2136296999524,1064.2136296999524,1064.2136296999524,0.0015561999753117561,1066.6649940999923,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4609287999919616],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,305,5,15,,,_o_rd,Board,old,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4826877000159584],['submit_text'],,,,,15,5,305,10,1066.6805218000081,,,,,,,,1066.666557599965,1066.6805218000081,1066.6805218000081,1066.6805218000081,0.0014539000112563372,1069.1512493999908,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4826877000159584],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,306,6,15,,,P_li_e,Police,old,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[5.496714500011876],['submit_text'],,,,,15,6,306,7,1069.1641607999918,,,,,,,,1069.1533847999526,1069.1641607999918,1069.1641607999918,1069.1641607999918,0.0019468000391498208,1074.6527759999735,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[5.496714500011876],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,307,7,15,,,c_s_io_,Cushion,old,cushion,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.526002000027802],['submit_text'],,,,,15,7,307,14,1074.6802767000045,,,,,,,,1074.6556831999915,1074.6802767000045,1074.6802767000045,1074.6802767000045,0.0027529000071808696,1079.1844842999708,cushion,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.526002000027802],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,308,8,15,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.844512299983762],['submit_text'],,,,,15,8,308,2,1079.2133050999837,,,,,,,,1079.1876784999622,1079.2133050999837,1079.2133050999837,1079.2133050999837,0.0030476999818347394,1082.0349413999938,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.844512299983762],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,309,9,15,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.142043499974534],['submit_text'],,,,,15,9,309,4,1082.0647643999546,,,,,,,,1082.037841399957,1082.0647643999546,1082.0647643999546,1082.0647643999546,0.0027532000094652176,1085.1819174999837,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.142043499974534],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,310,10,15,,,c_m_ra,Camera,new,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.645520200021565],['submit_text'],,,,,15,10,310,19,1085.212082299986,,,,,,,,1085.1848485000082,1085.212082299986,1085.212082299986,1085.212082299986,0.002796799992211163,1087.832393699966,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.645520200021565],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,311,11,15,,,ru_is,Cruise,old,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5277966000139713],['submit_text'],,,,,15,11,311,6,1087.8618403999717,,,,,,,,1087.8356647999608,1087.8618403999717,1087.8618403999717,1087.8618403999717,0.0031355000101029873,1090.3648429999594,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5277966000139713],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,312,12,15,,,bo_t_e,Bottle,new,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.5491186000290327],['submit_text'],,,,,15,12,312,18,1090.378663499956,,,,,,,,1090.366439000005,1090.378663499956,1090.378663499956,1090.378663499956,0.0015108000370673835,1093.9182687999564,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.5491186000290327],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,313,13,15,,,v_s_,Vase,new,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.2943511999910697],['submit_text'],,,,,15,13,313,17,1093.9462685000035,,,,,,,,1093.9208931999747,1093.9462685000035,1093.9462685000035,1093.9462685000035,0.0024965000338852406,1096.2180839999928,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.2943511999910697],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,314,14,15,,,_ou_se,mouse,old,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.444448399997782],['submit_text'],,,,,15,14,314,3,1096.2466515999986,,,,,,,,1096.220923499961,1096.2466515999986,1096.2466515999986,1096.2466515999986,0.0026734000421129167,1098.6681712999707,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.444448399997782],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,315,15,15,,,K_y_,Keys,old,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.194433900003787],['submit_text'],,,,,15,15,315,8,1098.6958898999728,,,,,,,,1098.6708448999561,1098.6958898999728,1098.6958898999728,1098.6958898999728,0.0025015000137500465,1100.8680510999984,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.194433900003787],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,316,16,15,,,a_bl,Marble,old,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4269316000281833],['submit_text'],,,,,15,16,316,11,1100.896476999973,,,,,,,,1100.8706931999768,1100.896476999973,1100.896476999973,1100.896476999973,0.002479799964930862,1103.300453200005,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4269316000281833],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,317,17,15,,,_ha_t,Chart,old,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.561029899981804],['submit_text'],,,,,15,17,317,1,1103.3296168000088,,,,,,,,1103.3032587000052,1103.3296168000088,1103.3296168000088,1103.3296168000088,0.002641200029756874,1105.8671292999643,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.561029899981804],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,318,18,15,,,l_pt_p,Laptop,old,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.578445899998769],['submit_text'],,,,,15,18,318,0,1105.8961914999527,,,,,,,,1105.8699340999592,1105.8961914999527,1105.8961914999527,1105.8961914999527,0.0025821999879553914,1108.4508629000047,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.578445899998769],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,319,19,15,,,ta_l_,Table,new,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.476295000000391],['submit_text'],,,,,15,19,319,15,1108.4788517999696,,,,,,,,1108.4536090999609,1108.4788517999696,1108.4788517999696,1108.4788517999696,0.0026079000090248883,1110.9326456999988,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.476295000000391],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,320,0,16,,,K_y_,Keys,old,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.195291299954988],['submit_text'],,,,,16,0,320,8,1110.9610342999804,,,,,,,,1110.9356838999665,1110.9610342999804,1110.9610342999804,1110.9610342999804,0.0028732999926432967,1113.1338591999956,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.195291299954988],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,321,1,16,,,P_st_r,Poster,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6775457999901846],['submit_text'],,,,,16,1,321,9,1113.1620437999954,,,,,,,,1113.136787800002,1113.1620437999954,1113.1620437999954,1113.1620437999954,0.002768100006505847,1115.8171736999648,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6775457999901846],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,322,2,16,,,_ho_e,Phone,old,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5932652999763377],['submit_text'],,,,,16,2,322,12,1115.8453073999844,,,,,,,,1115.8209508999716,1115.8453073999844,1115.8453073999844,1115.8453073999844,0.003660299989860505,1118.4172222999623,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5932652999763377],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,323,3,16,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.9944850000320002],['submit_text'],,,,,16,3,323,2,1118.445087399974,,,,,,,,1118.4200268999557,1118.445087399974,1118.445087399974,1118.445087399974,0.002659900055732578,1121.4177107999567,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.9944850000320002],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,324,4,16,,,a_bl,Marble,old,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3578665000386536],['submit_text'],,,,,16,4,324,11,1121.4449470999534,,,,,,,,1121.4206732999883,1121.4449470999534,1121.4449470999534,1121.4449470999534,0.0027191999834030867,1123.7805483999546,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3578665000386536],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,325,5,16,,,c_s_,Case,old,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.1622670000069775],['submit_text'],,,,,16,5,325,5,1123.8115454000072,,,,,,,,1123.7838160999818,1123.8115454000072,1123.8115454000072,1123.8115454000072,0.003173500008415431,1126.9487636999693,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.1622670000069775],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,326,6,16,,,_ha_t,Chart,old,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.459260900039226],['submit_text'],,,,,16,6,326,1,1126.9778544,,,,,,,,1126.9520325000049,1126.9778544,1126.9778544,1126.9778544,0.0030860999831929803,1129.412721999979,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.459260900039226],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,327,7,16,,,v_s_,Vase,new,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5466561000212096],['submit_text'],,,,,16,7,327,17,1129.4328156999545,,,,,,,,1129.4142675999901,1129.4328156999545,1129.4328156999545,1129.4328156999545,0.001479600032325834,1131.9622544999584,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5466561000212096],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,328,8,16,,,l_pt_p,Laptop,old,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6142794999759644],['submit_text'],,,,,16,8,328,0,1131.9773941999883,,,,,,,,1131.9638133999542,1131.9773941999883,1131.9773941999883,1131.9773941999883,0.0014832000015303493,1134.5794285999727,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6142794999759644],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,329,9,16,,,oo,Book,old,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4661256999825127],['submit_text'],,,,,16,9,329,13,1134.5942975999787,,,,,,,,1134.58074569999,1134.5942975999787,1134.5942975999787,1134.5942975999787,0.001234699971973896,1137.0483916999656,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4661256999825127],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,330,10,16,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5278269999544136],['submit_text'],,,,,16,10,330,4,1137.0602283999906,,,,,,,,1137.0502187999664,1137.0602283999906,1137.0602283999906,1137.0602283999906,0.0017345999949611723,1139.579511799966,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5278269999544136],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,331,11,16,,,_ou_se,mouse,old,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3293402999988757],['submit_text'],,,,,16,11,331,3,1139.5931998000015,,,,,,,,1139.5811579999863,1139.5931998000015,1139.5931998000015,1139.5931998000015,0.0015379000105895102,1141.9118470999529,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3293402999988757],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,332,12,16,,,_o_rd,Board,old,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.29802029998973],['submit_text'],,,,,16,12,332,10,1141.9273772999877,,,,,,,,1141.9132888999884,1141.9273772999877,1141.9273772999877,1141.9273772999877,0.001368099998217076,1144.2130089999991,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.29802029998973],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
