stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
88,0.5,1.0,92.6822216999717,,92.66979169996921,92.6822216999717,93.18217139993794,93.18217139993794,93.18217139993794,93.48307779990137,93.75337189994752,right,1.0,1,1,0.5646391999907792,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
89,0.5,1.0,93.76574499998242,,93.75357879989315,93.76574499998242,94.26576819992624,94.26576819992624,94.26576819992624,94.5654349999968,94.98590499989223,right,1.0,1,1,0.7090172000462189,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
90,0.5,1.0,94.99945589993149,,94.98610159999225,94.99945589993149,95.49843939999118,95.49843939999118,95.49843939999118,95.79879739996977,96.15397250000387,right,1.0,1,1,0.6528794999467209,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
91,0.5,1.0,96.165586899966,,96.15423659991939,96.165586899966,96.6659679999575,96.6659679999575,96.6659679999575,96.9654506999068,97.37011179991532,right,1.0,1,1,0.6972720000194386,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
92,0.5,1.0,97.38214539992623,,97.3703217000002,97.38214539992623,97.88116459990852,97.88116459990852,97.88116459990852,98.18209789996035,98.3703115999233,left,-1.0,1,1,0.4872393999248743,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
93,0.5,1.0,98.38242119993083,,98.37052609992679,98.38242119993083,98.88206259999424,98.88206259999424,98.88206259999424,99.18209719995502,99.41944039997179,left,-1.0,1,1,0.5262886999407783,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
94,0.5,1.0,99.43224749993533,,99.419640099979,99.43224749993533,99.93175829993561,99.93175829993561,99.93175829993561,100.23342679999769,100.61958549998235,right,1.0,1,1,0.674281100044027,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
95,0.5,1.0,100.63192179996986,,100.6197850999888,100.63192179996986,101.1316256999271,101.1316256999271,101.1316256999271,101.43181379989255,101.7030800000066,right,1.0,1,1,0.5639772999566048,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
96,0.5,1.0,101.71516229992267,,101.70334239990916,101.71516229992267,102.2149466999108,102.2149466999108,102.2149466999108,102.51588779990561,102.80256879993249,right,1.0,1,1,0.5761350999819115,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
97,0.5,1.0,102.81515329994727,,102.8028261999134,102.81515329994727,103.31516389991157,103.31516389991157,103.31516389991157,103.61494010000024,103.83593909989577,right,1.0,1,1,0.5106295999139547,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
98,0.5,1.0,103.84855869994499,,103.83614899998065,103.84855869994499,104.34821419999935,104.34821419999935,104.34821419999935,104.64865779993124,104.85405139997602,left,-1.0,0,0,0.4981239000335336,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
99,0.5,1.5,104.86514909996185,,104.85431899991818,104.86514909996185,105.36488679994363,105.36488679994363,105.36488679994363,105.66489959997125,105.85324869991746,right,1.5,1,1,0.476039000088349,pilot,001,2025-08-31_20h38.47.102,untitled,,2025.1.1,59.82961720033379,2025-08-31 20h38.48.804946 +0530,
